type	by	post_message	picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes	likes_count_fb	comments_count_fb	comments_all	comments_base	comments_replies	shares	comment_likes	engagement	post_id	post_link
photo	post_page_73089331857	Olin College of Engineering added a new photo to the album: Spirit Week_ Micro-Residency + SLACfest.	https://scontent.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/s130x130/11103011_10153092150341858_3696890992790974990_n.jpg?oh=e0092b494b8206166a1b85e4012b02c2&oe=55E42103	https://www.facebook.com/FWOlinCollege/photos/a.10153092145851858.1073741846.73089331857/10153092150341858/?type=1	facebook.com	2015-03-30T17:37:24+0000	1427737044	2015-03-30 19:37:24	0	0	0	0	0	0	0	0	0	73089331857_10153092150791858	https://www.facebook.com/73089331857/posts/10153092150791858
photo	post_page_73089331857	Olin College of Engineering added a new photo to the album: Spirit Week_ Micro-Residency + SLACfest.	https://scontent.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/s130x130/11103011_10153092150346858_5720692082001611807_n.jpg?oh=f25693b70f027a1d69150a323c85e3db&oe=55D70581	https://www.facebook.com/FWOlinCollege/photos/a.10153092145851858.1073741846.73089331857/10153092150346858/?type=1	facebook.com	2015-03-30T17:37:24+0000	1427737044	2015-03-30 19:37:24	0	0	0	0	0	0	0	0	0	73089331857_10153092150806858	https://www.facebook.com/73089331857/posts/10153092150806858
photo	post_page_73089331857	Olin College of Engineering added a new photo to the album: Spirit Week_ Micro-Residency + SLACfest.	https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/s130x130/11103011_10153092150351858_9100837416645285150_n.jpg?oh=25c5006999b31ac18fb2aa6e8f721e86&oe=55DEE7BB&__gda__=1439707970_a27cb10a3b58dd01e138e8ac750a96a3	https://www.facebook.com/FWOlinCollege/photos/a.10153092145851858.1073741846.73089331857/10153092150351858/?type=1	facebook.com	2015-03-30T17:37:24+0000	1427737044	2015-03-30 19:37:24	0	0	0	0	0	0	0	0	0	73089331857_10153092150816858	https://www.facebook.com/73089331857/posts/10153092150816858
link	post_page_73089331857	It was a busy weekend on campus! Spirit week concluded with a friendly Quidditch match; Greg Marra _10 returned to campus to conduct our first micro-residency and found himself on stage_ in the library with professor Rob Martello for a Q&A that touched on his work at Facebook_ fond memories of his time at Olin as well what he_s reading now; and on Saturday Stay Late and Create (SLAC) hosted its first SLACfest -- a design_ creativity_ and making marathon -- which tackled projects like Mobile Robotics_ Olin Connections_ Cardboard Table Design and much more.	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDMGJkFXmelq3YJ&w=130&h=130&url=http%3A%2F%2Fslac.io%2Fassets%2Fsmall_logo%2Flogo960x960.png&cfs=1	http://slac.io/	slac.io	2015-03-30T17:34:43+0000	1427736883	2015-03-30 19:34:43	15	15	0	0	0	0	0	0	15	73089331857_10153092144656858	https://www.facebook.com/73089331857/posts/10153092144656858
photo	post_page_73089331857	Olin College of Engineering shared Olin Family & Alumni Relations Office_s photo.	https://scontent.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/s130x130/10561618_693495067426187_4979194114449691934_n.png?oh=3a7e89018edd3df56abc11fce4f39496&oe=55D55958	https://www.facebook.com/484984788277217/photos/a.489354421173587.1073741828.484984788277217/693495067426187/?type=1	facebook.com	2015-03-26T16:08:06+0000	1427386086	2015-03-26 17:08:06	5	5	0	0	0	0	0	0	5	73089331857_10153083602016858	https://www.facebook.com/73089331857/posts/10153083602016858
photo	post_page_73089331857	Olin College: Student Affairs and Resources is looking for a new acronym to help represent their department. Any ideas?	https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/s130x130/10987634_922758281102866_4622503947184539870_n.jpg?oh=5fd84ae3fb9352dc15ab6ca2e9fba78d&oe=55DD4C77&__gda__=1436926373_a16ae599729d827f1689ee0f8f7da321	https://www.facebook.com/OlinStudentLife/photos/a.748307865214576.1073741831.509627542415944/922758281102866/?type=1	facebook.com	2015-03-25T20:14:41+0000	1427314481	2015-03-25 21:14:41	0	0	1	1	1	0	0	0	1	73089331857_10153082005136858	https://www.facebook.com/73089331857/posts/10153082005136858
link	post_page_73089331857	Olin College of Engineering shared Olin Admission_s post.	https://scontent.xx.fbcdn.net/hprofile-xfp1/v/l/t1.0-1/p100x100/10635954_877905722249110_2783872398987679781_n.jpg?oh=fdcd1214d63ba28d5716c344bae1b500&oe=55A6FED0	https://www.facebook.com/OlinAdmission/posts/955390151167333	facebook.com	2015-03-25T17:05:46+0000	1427303146	2015-03-25 18:05:46	5	5	0	0	0	0	0	0	5	73089331857_10153081651921858	https://www.facebook.com/73089331857/posts/10153081651921858
video	post_page_73089331857	The winner of our _Best Charlie Nolan_ contest has been announced. Congrats to Alex Crease _16!	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCFowpoCNyROdZg&w=130&h=130&url=https%3A%2F%2Ffarm8.staticflickr.com%2F7609%2F16285292454_4ca68d4fe3_z.jpg&cfs=1	https://www.flickr.com/photos/olin/16285292454/	flickr.com	2015-03-23T18:36:58+0000	1427135818	2015-03-23 19:36:58	12	12	0	0	0	0	0	0	12	73089331857_10153077498321858	https://www.facebook.com/73089331857/posts/10153077498321858
status	post_page_73089331857	This is the last you_ll hear about snow from us until 2016_ but we just had to share the recent recognition our facilities team received for their outstanding snow removal efforts this year. Our facilities team is the best!  Eli Carvalho_ David Gibson and Mark Cataldo received an Aramark Gold Award in recognition of the effort_ leadership and safety roles each played during the recent historic winter. The Gold award is approved at a regional level. Way to go guys!				2015-03-23T18:33:23+0000	1427135603	2015-03-23 19:33:23	47	47	1	0	0	0	0	0	47	73089331857_10153077492386858	https://www.facebook.com/73089331857/posts/10153077492386858
status	post_page_73089331857	Next week is Spirit Week #OlinSpiritWeek and we’ve got a fun-filled week of activities lined up! Check it out and follow along on Twitter_ Instagram and the Olin Family & Alumni Relations Facebook page.  Monday: Faculty and Staff Day – Students will dress like a staff or faculty member and get bonus points for dressing like Charlie Nolan – Charlie will judge the competition in the dining hall during lunch.   Tuesday: Olin Gear Day – Show your school pride by wearing your favorite Olin shirt! Share your Olin Gear on Facebook_ Instagram and Twitter for everyone to see.   Wednesday: Pajama Day – Rock those comfy sweatpants.  Thursday: Professional Day – Dig out those fireman hats_ scrubs_ ties or space suits and represent your favorite profession.  Friday: Harry Potter Day – Participate in the Quidditch match in the afternoon.				2015-03-20T19:04:39+0000	1426878279	2015-03-20 20:04:39	9	9	0	0	0	0	2	0	11	73089331857_10153070833981858	https://www.facebook.com/73089331857/posts/10153070833981858
link	post_page_73089331857	Recent Olin grad Adela Wee _15 was recently featured in the San Marino Tribune_ her hometown newspaper. Adela has started her new job as Robotics Program Director with Ocean Alliance! She will be continuing her work on whale sputum.   Read the article below.		https://www.olin.edu/sites/default/files/adelaweearticlerev_tribune.pdf	olin.edu	2015-03-20T15:56:17+0000	1426866977	2015-03-20 16:56:17	19	20	0	0	0	0	1	0	20	73089331857_10153070488906858	https://www.facebook.com/73089331857/posts/10153070488906858
link	post_page_73089331857	In addition to his “day job”_ for the past few weeks Olin  Professor Jon Adler has worn another hat – that of theater director. He has held rehearsals_ worked with student actors and_ next week_  the play will be performed as part of a centennial celebration of the Provincetown Players.   To honor its rich history_ the Empty Space Theatre at Babson College will be the site of a series of one-act plays called the “Provincetown Four.” The plays will be presented on March 9-11 in the evening and include “Constancy” by Neith Boyce_ “Lima Beans” by Alfred Kreymborf_ and “Freedom” by John Reed.  Click below for links to buy tickets as well as a piece by WBUR.	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDIW3x66z_I1Ann&w=130&h=130&url=http%3A%2F%2Fwww.olin.edu%2Fsites%2Fall%2Fthemes%2Fgenuine%2Flogo.png&cfs=1	http://www.olin.edu/news-events/2015/professor-day-director-too/	olin.edu	2015-03-05T18:42:05+0000	1425580925	2015-03-05 19:42:05	11	11	1	0	0	0	2	0	13	73089331857_10153035220726858	https://www.facebook.com/73089331857/posts/10153035220726858
link	post_page_73089331857	Olin College of Engineering shared Engineers Week - EWeek_s post.	https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xap1/v/t1.0-1/c5.0.100.100/p100x100/10405317_785933611462885_1169177406192706108_n.png?oh=fdef877455c422f44204c2bd008778f6&oe=55A4B71C&__gda__=1436660875_ffb8885e06cd5b246188bf5a85553e4b	https://www.facebook.com/EngineersWeek/posts/846571542065758	facebook.com	2015-02-24T19:01:46+0000	1424804506	2015-02-24 20:01:46	5	5	1	1	1	0	0	1	7	73089331857_10153016918171858	https://www.facebook.com/73089331857/posts/10153016918171858
photo	post_page_73089331857	Let_s throw it back to the very early days at Olin. Check out this oldie but goodie! Who knows what CDMB stands for?  #TBT	https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xft1/v/t1.0-9/s130x130/1613878_10152986971631858_3431989266527829459_n.jpg?oh=a4b09d9b2a5d8dd11bee0455880da452&oe=55A6BB04&__gda__=1436651846_dbb40d521fed649727d09b10f3977073	https://www.facebook.com/FWOlinCollege/photos/a.85233596857.113263.73089331857/10152986971631858/?type=1	facebook.com	2015-02-12T14:13:44+0000	1423750424	2015-02-12 15:13:44	20	20	1	1	1	0	1	1	23	73089331857_10152986974846858	https://www.facebook.com/73089331857/posts/10152986974846858
link	post_page_73089331857	Olin College of Engineering shared a link.	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAhaW5DD0FeOjDz&w=130&h=130&url=http%3A%2F%2Fblogs.olin.edu%2Folinformer%2Fassets_c%2F2015%2F02%2FNaNoWriMoVictory-thumb-500xauto-3881.png&cfs=1	http://blogs.olin.edu/olinformer/2015/02/messages-from-a-gappie.html	blogs.olin.edu	2015-02-12T13:50:36+0000	1423749036	2015-02-12 14:50:36	1	1	0	0	0	0	0	0	1	73089331857_10152986945091858	https://www.facebook.com/73089331857/posts/10152986945091858
photo	post_page_73089331857	Olin College of Engineering shared Olin College: Student Affairs and Resources_s album.	https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xtp1/v/t1.0-9/s130x130/1495496_896347740410587_6290038738835553009_n.jpg?oh=c7a704cd7c8c7ddca090c2492cbf865c&oe=55D9B114&__gda__=1436623613_450839f455c1fc123e432ffece5c82a2	https://www.facebook.com/OlinStudentLife/photos/a.896347720410589.1073741835.509627542415944/896347740410587/?type=1	facebook.com	2015-02-06T16:42:42+0000	1423240962	2015-02-06 17:42:42	22	22	2	1	1	0	0	1	24	73089331857_10152969973896858	https://www.facebook.com/73089331857/posts/10152969973896858
photo	post_page_73089331857	Olin College of Engineering shared Olin College Dining Service_s photo.	https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/s130x130/10945670_950900321594444_6743098899677394465_n.png?oh=250eafa5893bd2f33102f1afaecadbfe&oe=559CA5C2&__gda__=1440524068_25a15366c83d08eb8745f393b1588c53	https://www.facebook.com/OlinDining/photos/a.161642803853537.36544.140279895989828/950900321594444/?type=1	facebook.com	2015-02-04T16:52:41+0000	1423068761	2015-02-04 17:52:41	4	4	0	0	0	0	0	0	4	73089331857_10152964832391858	https://www.facebook.com/73089331857/posts/10152964832391858
status	post_page_73089331857	This morning at 11 a.m. is the Spring 2015 Town Meeting. Head to the Milas Hall Auditorium to hear President Miller update the community on college finances_ curriculum updates & more! Don_t miss out_ he_s looking forward to answering all your questions.				2015-02-04T14:23:47+0000	1423059827	2015-02-04 15:23:47	9	9	0	0	0	0	0	0	9	73089331857_10152964607991858	https://www.facebook.com/73089331857/posts/10152964607991858
link	post_page_73089331857	We hear from our Olin Admission Facebook page that application decisions are live on the portal. Good luck prospies!	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQA-LQB39vRm2_3h&w=130&h=130&url=https%3A%2F%2Fmy.olin.edu%2FICS%2Fui%2Fcommon%2Fimages%2Fhelp.gif&cfs=1	https://my.olin.edu/	my.olin.edu	2015-01-30T20:32:11+0000	1422649931	2015-01-30 21:32:11	9	9	0	0	0	0	0	0	9	73089331857_10152954867891858	https://www.facebook.com/73089331857/posts/10152954867891858
link	post_page_73089331857	Oliners Alex Crease _16 and Matt Wismer _15 used Bayesian statistics and prior data from each team to predict the winner of the Superbowl this coming Sunday_ February 1. Who did they estimate to win and how did they come to that conclusion? Although their prediction may seem biased_ the numbers don_t lie! Check it out.	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDIW3x66z_I1Ann&w=130&h=130&url=http%3A%2F%2Fwww.olin.edu%2Fsites%2Fall%2Fthemes%2Fgenuine%2Flogo.png&cfs=1	http://www.olin.edu/news-events/2015/who-going-win-superbowl-two-olin-students-say-they-already-know/	olin.edu	2015-01-28T18:15:31+0000	1422468931	2015-01-28 19:15:31	44	45	4	4	4	0	4	2	54	73089331857_10152950384616858	https://www.facebook.com/73089331857/posts/10152950384616858
link	post_page_73089331857	Olin College of Engineering shared a link.	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCo18pXXoMPEoR3&w=130&h=130&url=https%3A%2F%2Fscontent-a-ord.xx.fbcdn.net%2Fhphotos-xpa1%2Fv%2Ft1.0-9%2F10888541_926526954031781_3883337723709768181_n.png%3Foh%3D5cfc598189b368b247a31d511e8cafeb%26oe%3D55388751&cfs=1	http://bit.ly/1CLI6pu	bit.ly	2015-01-22T18:45:54+0000	1421952354	2015-01-22 19:45:54	4	4	1	1	1	0	0	1	6	73089331857_10152937502776858	https://www.facebook.com/73089331857/posts/10152937502776858
photo	post_page_73089331857	Olin College of Engineering shared Babson/Olin/Wellesley Three College Collaboration_s post.	https://scontent.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/s130x130/10931253_321496098046469_3738719656186315673_n.jpg?oh=b480cc3c8e12846283c7ac9c7dfe2a2c&oe=5599E97F	https://www.facebook.com/3CollegeCollaborative/photos/a.203281126534634.1073741829.122229471306467/321496098046469/?type=1	facebook.com	2015-01-20T17:47:03+0000	1421776023	2015-01-20 18:47:03	7	7	0	0	0	0	0	0	7	73089331857_10152933018881858	https://www.facebook.com/73089331857/posts/10152933018881858
link	post_page_73089331857	Madison May _17 of Indico Data Solutions was interviewed by Sand Hill Exchange on machine learning. Check it out!	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDIW3x66z_I1Ann&w=130&h=130&url=http%3A%2F%2Fwww.olin.edu%2Fsites%2Fall%2Fthemes%2Fgenuine%2Flogo.png&cfs=1	https://www.olin.edu/news-events/2015/madison-may-17-interviewed-sand-hill-exchange/	olin.edu	2015-01-14T19:38:28+0000	1421264308	2015-01-14 20:38:28	25	25	1	0	0	0	1	0	26	73089331857_10152920689401858	https://www.facebook.com/73089331857/posts/10152920689401858
link	post_page_73089331857	Alum Greg Marra‘10 has been listed as one of the 2015 30 Under 30: Media by Forbes.com   Check it out!	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDqLECLCcXV67BZ&w=130&h=130&url=http%3A%2F%2Fblogs-images.forbes.com%2Femilyinverso%2Ffiles%2F2014%2F12%2Ff2407fc08e5577c56956ca59f634b9b6_1129.jpg&cfs=1&sx=95&sy=0&sw=434&sh=434	http://www.forbes.com/pictures/flji45eefm/greg-marra-26/	forbes.com	2015-01-08T19:09:49+0000	1420744189	2015-01-08 20:09:49	61	61	1	0	0	0	3	0	64	73089331857_10152908206661858	https://www.facebook.com/73089331857/posts/10152908206661858
link	post_page_73089331857	Olin alum Philip Dirkse _11 is not only the founding director of Zipper Labs_ he is also working on a side project that uses real-time_ real-world data analysis to create natural learning opportunities for schools and museums. Exhibit.io creates interactive_ educational exhibits that bridge the gap between real-world data points and online curriculum.    They are currently competing on StartGarden.com for funding and are looking for endorsements. Check them out!  http://startgarden.com/ideas/detail/exhibit.io	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBoYjnN_6EIRiY6&w=130&h=130&url=http%3A%2F%2Fstartgarden.com%2Fuploads%2F_cache%2F3284b181d179c833655a12eabb52c77ab3cd33d4.JPG&cfs=1	http://startgarden.com/ideas/detail/exhibit.io	startgarden.com	2014-12-17T20:59:40+0000	1418849980	2014-12-17 21:59:40	12	12	2	1	1	0	2	1	16	73089331857_10152832493591858	https://www.facebook.com/73089331857/posts/10152832493591858
photo	post_page_73089331857	Snotbot had a terrific segment on the Discovery Channel_s Daily Planet! Take a look and watch for all the Olin robotics students: Victoria Preston_ Jay Woo_ Adela Wee_ Mindy Tieu_ Liani Lye_ Devynn Diggins and Kiki Chandra :)  http://www.discovery.ca/dailyplanet	https://scontent.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/s130x130/10155891_774436802605494_8179317037965253882_n.png?oh=bd4e6d442db198bea9e95fb189a7cc64&oe=55A729A3	https://www.facebook.com/DailyPlanetShow/photos/a.229159107133269.48562.119777944738053/774436802605494/?type=1	facebook.com	2014-12-16T18:55:11+0000	1418756111	2014-12-16 19:55:11	25	25	1	1	1	0	1	0	27	73089331857_10152830461046858	https://www.facebook.com/73089331857/posts/10152830461046858
link	post_page_73089331857	A new OLINsider is up! Judy (_18) reminisces about the opportunities she took advantage of in her first semester at Olin.	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDfdFS7LXTskxge&w=130&h=130&url=http%3A%2F%2Fblogs.olin.edu%2Fstudentblog%2Fassets_c%2F2014%2F12%2FIMG_0087%255B1%255D-thumb-450xauto-3792.jpg&cfs=1	http://blogs.olin.edu/studentblog/2014/12/hu-tieu-hai-sen.html	blogs.olin.edu	2014-12-15T21:25:10+0000	1418678710	2014-12-15 22:25:10	2	2	0	0	0	0	0	0	2	73089331857_10152828332516858	https://www.facebook.com/73089331857/posts/10152828332516858
link	post_page_73089331857	Did you know that it’s Computer Science Education Week? Oliner Jamie Gorson ‘16 has a focus in electrical and computer engineering and is profiled as a PLTW - Project Lead The Way alumni and CS student as part of their week-long celebration of computer science education. Check it out!	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCz-o1jx_WKe3rA&w=130&h=130&url=http%3A%2F%2Fwww.pltw.org%2Fsites%2Fdefault%2Fvfiles%2Flogo_icon_color_600x600.png&cfs=1	https://www.pltw.org/news/items/201412-computer-science-education-week-student-profile-qa-pltw-alumna-jamie-gorson	pltw.org	2014-12-08T19:00:54+0000	1418065254	2014-12-08 20:00:54	9	10	0	0	0	0	1	0	10	73089331857_10152811970166858	https://www.facebook.com/73089331857/posts/10152811970166858
link	post_page_73089331857	The Hashtag Glove takeover continues with a mention on Today Money!	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCyMf4JnmTj9gfb&w=130&h=130&url=http%3A%2F%2Fmedia3.s-nbcnews.com%2Fj%2Fstreams%2F2014%2FDecember%2F141204%2F1D274907362967-gloves.blocks_desktop_large.JPG&cfs=1	http://t.co/1HuxOrmmIH	t.co	2014-12-05T15:50:05+0000	1417794605	2014-12-05 16:50:05	46	46	1	1	1	0	4	0	51	73089331857_10152804613291858	https://www.facebook.com/73089331857/posts/10152804613291858
photo	post_page_73089331857	Olin College of Engineering updated their cover photo.	https://scontent.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/q83/s130x130/10702204_10152800396971858_6535525569012328602_n.jpg?oh=e6835a52471ab8dcc265b2dffe57f5a5&oe=55E39323	https://www.facebook.com/FWOlinCollege/photos/a.10150706333016858.450553.73089331857/10152800396971858/?type=1&relevant_count=1	facebook.com	2014-12-03T16:41:34+0000	1417624894	2014-12-03 17:41:34	56	56	5	4	4	0	4	2	66	73089331857_10152800397396858	https://www.facebook.com/73089331857/posts/10152800397396858
photo	post_page_73089331857	Olin College of Engineering changed their profile picture.	https://scontent.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/p130x130/1002940_10151689138431858_934211476_n.png?oh=3a4a4849f8b71c142f277451c223149a&oe=55DD92F2	https://www.facebook.com/FWOlinCollege/photos/a.468939991857.281148.73089331857/10151689138431858/?type=1&relevant_count=1	facebook.com	2014-12-03T16:40:32+0000	1417624832	2014-12-03 17:40:32	9	9	0	0	0	0	0	0	9	73089331857_10152800395706858	https://www.facebook.com/73089331857/posts/10152800395706858
